cell,time (min),A intensity (a.u.),B intensity (a.u.),C intensity (a.u.),X intensity (a.u.)
80,382.943,0.704,0.723,0.303,0.083
80,384.615,0.677,0.741,0.262,0.056
80,386.288,0.707,0.796,0.234,0.132
80,387.960,0.726,0.798,0.186,0.174
80,389.632,0.702,0.787,0.154,0.214
80,391.304,0.596,0.766,0.116,0.436
80,392.977,0.549,0.721,0.106,0.448
80,394.649,0.441,0.703,0.158,0.318
80,396.321,0.441,0.719,0.266,0.449
80,397.993,0.494,0.736,0.330,0.376
80,399.666,0.588,0.770,0.396,0.286
80,401.338,0.589,0.729,0.461,0.620
80,403.010,0.652,0.775,0.492,0.464
80,404.682,0.624,0.758,0.551,0.410
80,406.355,0.646,0.802,0.459,0.169
80,408.027,0.790,0.775,0.398,0.094
80,409.699,0.851,0.800,0.361,0.158
80,411.371,0.798,0.815,0.303,0.054
80,413.043,0.788,0.773,0.264,0.045
80,414.716,0.823,0.752,0.214,0.014
80,416.388,0.762,0.761,0.162,0.100
80,418.060,0.598,0.778,0.158,0.035
80,419.732,0.529,0.725,0.140,0.125
80,421.405,0.410,0.737,0.105,0.090
80,423.077,0.385,0.705,0.087,0.134
80,424.749,0.321,0.694,0.066,0.123
80,426.421,0.271,0.647,0.080,0.246
81,0.000,0.070,0.224,0.021,0.054
81,1.672,0.034,0.194,0.018,0.148
81,3.344,0.066,0.184,0.026,0.014
81,5.017,0.036,0.163,0.017,0.151
81,6.689,0.026,0.144,0.034,0.121
81,8.361,0.031,0.114,0.015,0.010
81,10.033,0.060,0.103,0.024,0.112
81,11.706,0.021,0.107,0.015,0.044
81,13.378,0.011,0.101,0.012,0.026
81,15.050,0.003,0.080,0.010,0.007
81,16.722,0.028,0.057,0.016,0.120
81,18.395,0.039,0.049,0.016,0.227
81,20.067,0.042,0.050,0.021,0.080
81,21.739,0.044,0.060,0.038,0.247
81,23.411,0.037,0.037,0.019,0.195
81,25.084,0.038,0.028,0.014,0.118
81,26.756,0.064,0.021,0.017,0.321
81,28.428,0.048,0.022,0.001,0.268
81,30.100,0.046,0.015,0.018,0.282
81,31.773,0.038,0.031,0.020,0.401
81,33.445,0.095,0.024,0.003,0.403
81,35.117,0.059,0.018,0.090,0.366
81,36.789,0.152,0.019,0.156,0.245
81,38.462,0.267,0.033,0.252,0.174
81,40.134,0.319,0.084,0.324,0.103
81,41.806,0.492,0.159,0.403,0.088
81,43.478,0.528,0.232,0.567,0.069
81,45.151,0.577,0.326,0.595,0.141
81,46.823,0.651,0.358,0.644,0.274
81,48.495,0.647,0.442,0.669,0.478
81,50.167,0.629,0.471,0.706,0.457
81,51.839,0.665,0.538,0.726,0.370
81,53.512,0.766,0.574,0.812,0.429
81,55.184,0.652,0.623,0.732,0.343
81,56.856,0.708,0.682,0.730,0.404
81,58.528,0.770,0.711,0.615,0.318
81,60.201,0.781,0.746,0.533,0.440
81,61.873,0.808,0.718,0.521,0.375
81,63.545,0.738,0.718,0.518,0.375
81,65.217,0.707,0.697,0.563,0.447
81,66.890,0.760,0.683,0.576,0.408
81,68.562,0.690,0.739,0.592,0.264
81,70.234,0.662,0.736,0.638,0.647
81,71.906,0.645,0.763,0.627,0.459
81,73.579,0.646,0.756,0.607,0.385
81,75.251,0.747,0.741,0.599,0.414
81,76.923,0.671,0.712,0.614,0.533
81,78.595,0.692,0.683,0.657,0.519
81,80.268,0.766,0.719,0.654,0.338
81,81.940,0.802,0.732,0.714,0.287
81,83.612,0.756,0.702,0.623,0.590
81,85.284,0.678,0.689,0.545,0.522
81,86.957,0.664,0.702,0.464,0.370
81,88.629,0.644,0.692,0.365,0.380
81,90.301,0.667,0.716,0.318,0.354
81,91.973,0.727,0.718,0.273,0.329
81,93.645,0.774,0.709,0.220,0.186
81,95.318,0.671,0.743,0.194,0.379
81,96.990,0.627,0.779,0.164,0.488
81,98.662,0.538,0.757,0.147,0.576
81,100.334,0.458,0.739,0.115,0.380
81,102.007,0.372,0.713,0.103,0.368
81,103.679,0.288,0.721,0.083,0.441
81,105.351,0.233,0.673,0.046,0.535
81,107.023,0.189,0.575,0.055,0.505
81,108.696,0.137,0.489,0.061,0.344
81,110.368,0.120,0.426,0.037,0.568
81,112.040,0.150,0.382,0.043,0.210
81,113.712,0.148,0.329,0.018,0.059
81,115.385,0.111,0.284,0.016,0.101
81,117.057,0.100,0.260,0.031,0.031
81,118.729,0.085,0.227,0.018,0.036
81,120.401,0.115,0.191,0.016,0.048
81,122.074,0.094,0.158,0.014,0.126
81,123.746,0.052,0.134,0.030,0.075
81,125.418,0.053,0.116,0.006,0.059
81,127.090,0.080,0.101,0.015,0.110
81,128.763,0.035,0.083,0.025,0.107
81,130.435,0.053,0.085,0.017,0.062
81,132.107,0.061,0.076,0.015,0.094
81,133.779,0.067,0.062,0.019,0.177
81,135.452,0.031,0.050,0.040,0.001
81,137.124,0.064,0.052,0.015,0.015
81,138.796,0.061,0.035,0.015,0.009
81,140.468,0.043,0.028,0.012,0.097
81,142.140,0.022,0.032,0.021,0.014
81,143.813,0.044,0.031,0.019,0.137
81,145.485,0.047,0.036,0.018,0.074
81,147.157,0.071,0.026,0.022,0.023
81,148.829,0.062,0.031,0.024,0.039
81,150.502,0.036,0.045,0.008,0.078
81,152.174,0.048,0.017,0.000,0.093
81,153.846,0.057,0.017,0.017,0.033
81,155.518,0.037,0.016,0.019,0.120
81,157.191,0.060,0.015,0.031,0.100
81,158.863,0.032,0.022,0.000,0.016
81,160.535,0.032,0.023,0.053,0.215
81,162.207,0.163,0.022,0.194,0.087
81,163.880,0.355,0.070,0.294,0.077
81,165.552,0.475,0.210,0.363,0.023
81,167.224,0.549,0.318,0.497,0.045
81,168.896,0.556,0.446,0.549,0.322
81,170.569,0.600,0.472,0.556,0.317
81,172.241,0.576,0.530,0.623,0.465
81,173.913,0.577,0.541,0.644,0.640
81,175.585,0.617,0.611,0.741,0.453
81,177.258,0.692,0.672,0.712,0.462
81,178.930,0.723,0.675,0.705,0.470
81,180.602,0.765,0.678,0.756,0.352
81,182.274,0.683,0.708,0.775,0.416
81,183.946,0.653,0.688,0.747,0.365
81,185.619,0.692,0.693,0.818,0.434
81,187.291,0.646,0.696,0.912,0.427
81,188.963,0.696,0.722,0.896,0.514
81,190.635,0.738,0.720,0.774,0.540
81,192.308,0.751,0.772,0.662,0.260
81,193.980,0.730,0.793,0.553,0.298
81,195.652,0.722,0.753,0.471,0.383
81,197.324,0.741,0.808,0.383,0.379
81,198.997,0.739,0.803,0.294,0.438
81,200.669,0.698,0.814,0.296,0.295
81,202.341,0.731,0.788,0.388,0.519
81,204.013,0.787,0.815,0.437,0.257
81,205.686,0.757,0.792,0.453,0.497
81,207.358,0.694,0.800,0.530,0.559
81,209.030,0.684,0.771,0.617,0.583
81,210.702,0.736,0.745,0.597,0.366
81,212.375,0.764,0.750,0.604,0.575
81,214.047,0.683,0.743,0.564,0.623
81,215.719,0.688,0.749,0.689,0.561
81,217.391,0.651,0.747,0.739,0.642
81,219.064,0.653,0.777,0.759,0.470
81,220.736,0.640,0.742,0.776,0.539
81,222.408,0.668,0.692,0.791,0.386
81,224.080,0.750,0.747,0.792,0.525
81,225.753,0.698,0.684,0.779,0.353
81,227.425,0.827,0.729,0.772,0.485
81,229.097,0.832,0.774,0.720,0.570
81,230.769,0.773,0.773,0.752,0.564
81,232.441,0.765,0.787,0.754,0.476
81,234.114,0.716,0.749,0.822,0.507
81,235.786,0.790,0.726,0.828,0.338
81,237.458,0.760,0.729,0.818,0.095
81,239.130,0.804,0.720,0.793,0.072
81,240.803,0.805,0.736,0.760,0.075
81,242.475,0.846,0.725,0.714,0.068
81,244.147,0.760,0.766,0.762,0.032
81,245.819,0.784,0.709,0.732,0.352
81,247.492,0.791,0.781,0.636,0.251
81,249.164,0.674,0.784,0.540,0.277
81,250.836,0.693,0.818,0.514,0.459
81,252.508,0.737,0.772,0.592,0.416
81,254.181,0.729,0.756,0.648,0.721
81,255.853,0.709,0.768,0.667,0.539
81,257.525,0.744,0.788,0.681,0.562
81,259.197,0.686,0.794,0.773,0.493
81,260.870,0.717,0.819,0.773,0.455
81,262.542,0.677,0.830,0.727,0.484
81,264.214,0.682,0.867,0.766,0.429
81,265.886,0.710,0.832,0.819,0.435
81,267.559,0.747,0.816,0.847,0.289
81,269.231,0.771,0.826,0.853,0.358
81,270.903,0.778,0.817,0.827,0.348
81,272.575,0.750,0.835,0.783,0.232
81,274.247,0.706,0.818,0.776,0.415
81,275.920,0.670,0.859,0.715,0.406
81,277.592,0.698,0.884,0.600,0.269
81,279.264,0.776,0.855,0.487,0.475
81,280.936,0.803,0.872,0.442,0.477
81,282.609,0.770,0.860,0.388,0.589
81,284.281,0.871,0.842,0.329,0.581
81,285.953,0.853,0.824,0.356,0.316
81,287.625,0.813,0.805,0.429,0.353
81,289.298,0.682,0.819,0.529,0.667
81,290.970,0.726,0.802,0.473,0.526
81,292.642,0.719,0.824,0.392,0.698
81,294.314,0.688,0.813,0.335,0.605
81,295.987,0.672,0.784,0.315,0.394
81,297.659,0.668,0.779,0.280,0.532
81,299.331,0.753,0.749,0.227,0.476
81,301.003,0.828,0.784,0.198,0.492
81,302.676,0.702,0.804,0.212,0.515
81,304.348,0.762,0.844,0.170,0.339
81,306.020,0.700,0.808,0.146,0.561
81,307.692,0.627,0.778,0.119,0.487
81,309.365,0.484,0.799,0.093,0.376
81,311.037,0.384,0.750,0.086,0.197
81,312.709,0.284,0.685,0.053,0.098
81,314.381,0.216,0.614,0.055,0.019
81,316.054,0.152,0.530,0.054,0.117
81,317.726,0.135,0.463,0.046,0.339
81,319.398,0.102,0.422,0.027,0.162
81,321.070,0.109,0.338,0.022,0.044
81,322.742,0.096,0.298,0.029,0.002
81,324.415,0.110,0.229,0.019,0.111
81,326.087,0.115,0.223,0.010,0.088
81,327.759,0.085,0.186,0.018,0.072
81,329.431,0.065,0.152,0.006,0.062
81,331.104,0.065,0.151,0.107,0.202
81,332.776,0.162,0.114,0.241,0.024
81,334.448,0.291,0.154,0.351,0.078
81,336.120,0.424,0.214,0.475,0.079
81,337.793,0.514,0.290,0.493,0.051
81,339.465,0.567,0.347,0.455,0.124
81,341.137,0.631,0.428,0.406,0.031
81,342.809,0.757,0.473,0.342,0.095
81,344.482,0.781,0.504,0.287,0.009
81,346.154,0.752,0.549,0.232,0.029
81,347.826,0.764,0.571,0.234,0.090
81,349.498,0.770,0.613,0.189,0.107
81,351.171,0.701,0.591,0.183,0.003
81,352.843,0.645,0.624,0.147,0.140
81,354.515,0.550,0.642,0.112,0.401
81,356.187,0.366,0.621,0.099,0.397
81,357.860,0.337,0.577,0.081,0.266
81,359.532,0.266,0.557,0.076,0.577
81,361.204,0.214,0.520,0.071,0.449
81,362.876,0.194,0.490,0.081,0.596
81,364.548,0.164,0.446,0.062,0.418
81,366.221,0.126,0.373,0.045,0.402
81,367.893,0.081,0.302,0.046,0.538
81,369.565,0.071,0.264,0.042,0.435
81,371.237,0.077,0.203,0.025,0.452
81,372.910,0.040,0.171,0.051,0.206
81,374.582,0.079,0.155,0.027,0.180
81,376.254,0.054,0.146,0.029,0.017
81,377.926,0.086,0.124,0.037,0.024
81,379.599,0.088,0.094,0.049,0.101
81,381.271,0.064,0.085,0.039,0.008
81,382.943,0.078,0.089,0.022,0.041
81,384.615,0.070,0.069,0.018,0.104
81,386.288,0.052,0.057,0.034,0.003
81,387.960,0.032,0.050,0.018,0.001
81,389.632,0.031,0.052,0.112,0.135
81,391.304,0.154,0.052,0.195,0.110
81,392.977,0.208,0.094,0.155,0.021
81,394.649,0.260,0.104,0.200,0.089
81,396.321,0.265,0.144,0.198,0.123
81,397.993,0.416,0.198,0.188,0.064
81,399.666,0.475,0.263,0.154,0.148
81,401.338,0.411,0.344,0.125,0.016
81,403.010,0.460,0.403,0.227,0.024
81,404.682,0.467,0.427,0.308,0.193
81,406.355,0.521,0.475,0.395,0.432
81,408.027,0.540,0.490,0.468,0.445
81,409.699,0.639,0.552,0.518,0.449
81,411.371,0.713,0.584,0.574,0.451
81,413.043,0.724,0.605,0.592,0.450
81,414.716,0.660,0.637,0.604,0.424
81,416.388,0.700,0.636,0.638,0.323
81,418.060,0.796,0.645,0.633,0.382
81,419.732,0.737,0.666,0.620,0.276
81,421.405,0.705,0.682,0.679,0.374
81,423.077,0.747,0.693,0.652,0.335
81,424.749,0.725,0.713,0.572,0.386
81,426.421,0.747,0.780,0.465,0.672
82,0.000,0.144,0.015,0.150,0.502
82,1.672,0.275,0.040,0.258,0.532
82,3.344,0.351,0.101,0.326,0.591
82,5.017,0.499,0.201,0.389,0.349
82,6.689,0.499,0.269,0.425,0.448
82,8.361,0.550,0.310,0.454,0.372
82,10.033,0.567,0.394,0.539,0.478
82,11.706,0.557,0.409,0.597,0.355
82,13.378,0.477,0.475,0.620,0.635
82,15.050,0.546,0.529,0.631,0.395
82,16.722,0.614,0.632,0.653,0.446
82,18.395,0.779,0.621,0.682,0.417
82,20.067,0.704,0.662,0.745,0.396
82,21.739,0.746,0.649,0.753,0.355
82,23.411,0.744,0.641,0.742,0.426
82,25.084,0.703,0.692,0.757,0.357
82,26.756,0.696,0.739,0.826,0.625
82,28.428,0.747,0.766,0.838,0.467
82,30.100,0.712,0.817,0.847,0.216
82,31.773,0.700,0.828,0.799,0.163
82,33.445,0.731,0.803,0.789,0.101
82,35.117,0.645,0.759,0.793,0.041
82,36.789,0.736,0.734,0.747,0.059
82,38.462,0.693,0.722,0.793,0.006
82,40.134,0.769,0.738,0.771,0.029
82,41.806,0.676,0.709,0.793,0.031
82,43.478,0.682,0.708,0.795,0.117
82,45.151,0.677,0.727,0.889,0.039
82,46.823,0.701,0.756,0.847,0.095
82,48.495,0.713,0.735,0.843,0.003
82,50.167,0.622,0.731,0.948,0.127
82,51.839,0.682,0.757,0.965,0.098
82,53.512,0.551,0.742,0.922,0.055
82,55.184,0.721,0.740,0.905,0.086
82,56.856,0.709,0.809,0.801,0.205
82,58.528,0.749,0.783,0.685,0.333
82,60.201,0.809,0.815,0.568,0.364
82,61.873,0.669,0.806,0.495,0.669
82,63.545,0.607,0.760,0.429,0.487
82,65.217,0.611,0.764,0.392,0.443
82,66.890,0.700,0.784,0.318,0.431
82,68.562,0.701,0.773,0.272,0.563
82,70.234,0.718,0.789,0.366,0.595
82,71.906,0.731,0.808,0.475,0.581
82,73.579,0.623,0.841,0.476,0.440
82,75.251,0.637,0.808,0.510,0.547
82,76.923,0.641,0.805,0.446,0.414
82,78.595,0.678,0.808,0.380,0.183
82,80.268,0.699,0.807,0.303,0.223
82,81.940,0.730,0.787,0.300,0.108
82,83.612,0.728,0.816,0.249,0.028
82,85.284,0.631,0.794,0.213,0.083
82,86.957,0.638,0.766,0.172,0.155
82,88.629,0.572,0.719,0.173,0.185
82,90.301,0.548,0.726,0.113,0.429
82,91.973,0.420,0.715,0.124,0.318
82,93.645,0.404,0.731,0.098,0.273
82,95.318,0.300,0.689,0.079,0.341
82,96.990,0.235,0.716,0.074,0.491
82,98.662,0.202,0.648,0.053,0.368
82,100.334,0.130,0.546,0.076,0.623
82,102.007,0.088,0.450,0.035,0.157
82,103.679,0.121,0.364,0.041,0.201
82,105.351,0.101,0.326,0.034,0.248
82,107.023,0.089,0.273,0.022,0.370
82,108.696,0.088,0.252,0.023,0.422
82,110.368,0.076,0.216,0.016,0.575
82,112.040,0.059,0.161,0.008,0.409
82,113.712,0.083,0.140,0.010,0.376
82,115.385,0.099,0.134,0.015,0.397
82,117.057,0.064,0.106,0.014,0.298
82,118.729,0.086,0.088,0.013,0.241
82,120.401,0.059,0.075,0.005,0.127
82,122.074,0.055,0.099,0.009,0.063
82,123.746,0.051,0.065,0.020,0.002
82,125.418,0.067,0.070,0.011,0.028
82,127.090,0.068,0.072,0.004,0.028
82,128.763,0.060,0.057,0.004,0.073
82,130.435,0.050,0.047,0.020,0.006
82,132.107,0.065,0.046,0.022,0.096
82,133.779,0.053,0.032,0.012,0.029
82,135.452,0.063,0.029,0.021,0.084
82,137.124,0.049,0.038,0.003,0.046
82,138.796,0.106,0.025,0.016,0.070
82,140.468,0.077,0.032,0.014,0.083
82,142.140,0.045,0.018,0.025,0.023
82,143.813,0.030,0.023,0.034,0.084
82,145.485,0.155,0.020,0.235,0.034
82,147.157,0.321,0.077,0.309,0.001
82,148.829,0.387,0.136,0.414,0.107
82,150.502,0.437,0.233,0.464,0.025
82,152.174,0.608,0.297,0.559,0.103
82,153.846,0.569,0.290,0.566,0.270
82,155.518,0.554,0.395,0.456,0.357
82,157.191,0.617,0.479,0.365,0.378
82,158.863,0.614,0.550,0.306,0.392
82,160.535,0.683,0.539,0.286,0.784
82,162.207,0.676,0.605,0.235,0.491
82,163.880,0.617,0.594,0.192,0.446
82,165.552,0.649,0.664,0.172,0.450
82,167.224,0.620,0.689,0.135,0.739
82,168.896,0.504,0.663,0.131,0.430
82,170.569,0.419,0.670,0.124,0.416
82,172.241,0.318,0.651,0.088,0.539
82,173.913,0.243,0.596,0.090,0.444
82,175.585,0.232,0.533,0.079,0.470
82,177.258,0.155,0.460,0.059,0.524
82,178.930,0.137,0.397,0.054,0.499
82,180.602,0.097,0.335,0.053,0.409
82,182.274,0.082,0.280,0.049,0.378
82,183.946,0.112,0.236,0.036,0.555
82,185.619,0.082,0.219,0.035,0.356
82,187.291,0.077,0.187,0.025,0.693
82,188.963,0.103,0.167,0.016,0.459
82,190.635,0.075,0.144,0.044,0.363
82,192.308,0.069,0.113,0.037,0.371
82,193.980,0.059,0.095,0.023,0.685
82,195.652,0.074,0.081,0.021,0.398
82,197.324,0.070,0.075,0.020,0.679
82,198.997,0.042,0.061,0.033,0.500
82,200.669,0.065,0.071,0.004,0.483
82,202.341,0.052,0.057,0.005,0.606
82,204.013,0.140,0.051,0.127,0.650
82,205.686,0.253,0.048,0.224,0.271
82,207.358,0.361,0.120,0.333,0.492
82,209.030,0.496,0.223,0.392,0.378
82,210.702,0.529,0.374,0.371,0.600
82,212.375,0.520,0.419,0.396,0.089
82,214.047,0.534,0.461,0.485,0.147
82,215.719,0.647,0.479,0.587,0.004
82,217.391,0.670,0.535,0.637,0.014
82,219.064,0.674,0.561,0.698,0.003
82,220.736,0.711,0.561,0.691,0.059
82,222.408,0.704,0.565,0.660,0.024
82,224.080,0.750,0.645,0.652,0.056
82,225.753,0.706,0.646,0.584,0.023
82,227.425,0.657,0.635,0.501,0.025
82,229.097,0.676,0.656,0.446,0.128
82,230.769,0.674,0.704,0.400,0.170
82,232.441,0.745,0.690,0.349,0.075
82,234.114,0.735,0.675,0.291,0.059
82,235.786,0.757,0.704,0.278,0.518
82,237.458,0.730,0.747,0.209,0.517
82,239.130,0.764,0.748,0.171,0.376
82,240.803,0.707,0.698,0.159,0.215
82,242.475,0.567,0.735,0.107,0.160
82,244.147,0.490,0.814,0.107,0.002
82,245.819,0.404,0.804,0.148,0.109
82,247.492,0.374,0.782,0.127,0.007
82,249.164,0.352,0.731,0.094,0.127
82,250.836,0.269,0.681,0.091,0.051
82,252.508,0.307,0.666,0.101,0.115
82,254.181,0.246,0.639,0.072,0.069
82,255.853,0.240,0.537,0.069,0.023
82,257.525,0.153,0.488,0.044,0.003
82,259.197,0.126,0.399,0.040,0.148
82,260.870,0.118,0.357,0.043,0.325
82,262.542,0.105,0.312,0.020,0.383
82,264.214,0.085,0.279,0.043,0.444
82,265.886,0.099,0.238,0.021,0.450
82,267.559,0.052,0.206,0.034,0.628
82,269.231,0.068,0.186,0.021,0.613
82,270.903,0.058,0.165,0.009,0.549
82,272.575,0.052,0.131,0.010,0.592
82,274.247,0.056,0.139,0.010,0.480
82,275.920,0.059,0.096,0.047,0.483
82,277.592,0.095,0.086,0.059,0.507
82,279.264,0.065,0.074,0.061,0.501
82,280.936,0.057,0.070,0.044,0.225
82,282.609,0.047,0.063,0.053,0.590
82,284.281,0.057,0.051,0.043,0.765
82,285.953,0.058,0.039,0.028,0.399
82,287.625,0.061,0.035,0.035,0.464
82,289.298,0.043,0.046,0.020,0.371
82,290.970,0.060,0.038,0.025,0.424
82,292.642,0.062,0.033,0.020,0.503
82,294.314,0.080,0.020,0.049,0.649
82,295.987,0.147,0.018,0.227,0.588
82,297.659,0.252,0.040,0.371,0.498
82,299.331,0.357,0.084,0.482,0.455
82,301.003,0.470,0.201,0.575,0.553
82,302.676,0.619,0.329,0.605,0.564
82,304.348,0.668,0.360,0.705,0.453
82,306.020,0.761,0.389,0.725,0.691
82,307.692,0.752,0.460,0.743,0.373
82,309.365,0.765,0.526,0.759,0.378
82,311.037,0.671,0.552,0.747,0.474
82,312.709,0.614,0.638,0.694,0.517
82,314.381,0.662,0.675,0.725,0.668
82,316.054,0.772,0.732,0.727,0.473
82,317.726,0.667,0.749,0.796,0.431
82,319.398,0.621,0.777,0.824,0.209
82,321.070,0.634,0.822,0.714,0.153
82,322.742,0.698,0.830,0.627,0.021
82,324.415,0.637,0.798,0.518,0.040
82,326.087,0.762,0.828,0.424,0.070
82,327.759,0.791,0.828,0.402,0.009
82,329.431,0.817,0.826,0.398,0.043
82,331.104,0.700,0.843,0.488,0.093
82,332.776,0.627,0.821,0.501,0.005
82,334.448,0.618,0.840,0.405,0.038
82,336.120,0.565,0.813,0.335,0.023
82,337.793,0.592,0.773,0.300,0.053
82,339.465,0.634,0.787,0.245,0.152
82,341.137,0.591,0.755,0.206,0.235
82,342.809,0.541,0.762,0.239,0.298
82,344.482,0.560,0.740,0.204,0.389
82,346.154,0.572,0.796,0.181,0.341
82,347.826,0.462,0.760,0.140,0.385
82,349.498,0.398,0.722,0.122,0.519
82,351.171,0.367,0.727,0.112,0.471
82,352.843,0.373,0.726,0.105,0.402
82,354.515,0.329,0.684,0.103,0.119
82,356.187,0.241,0.668,0.082,0.067
82,357.860,0.231,0.616,0.078,0.022
82,359.532,0.224,0.570,0.070,0.105
82,361.204,0.137,0.498,0.057,0.158
82,362.876,0.114,0.436,0.043,0.048
82,364.548,0.155,0.400,0.037,0.041
82,366.221,0.089,0.342,0.025,0.017
82,367.893,0.072,0.287,0.029,0.079
82,369.565,0.061,0.241,0.040,0.053
82,371.237,0.050,0.190,0.027,0.044
82,372.910,0.059,0.173,0.018,0.074
82,374.582,0.030,0.144,0.020,0.003
82,376.254,0.013,0.125,0.041,0.095
82,377.926,0.037,0.114,0.028,0.065
82,379.599,0.027,0.094,0.022,0.129
82,381.271,0.031,0.107,0.010,0.054
82,382.943,0.084,0.084,0.011,0.041
82,384.615,0.077,0.071,0.018,0.200
82,386.288,0.060,0.055,0.005,0.224
82,387.960,0.091,0.053,0.024,0.442
82,389.632,0.051,0.046,0.020,0.573
82,391.304,0.031,0.054,0.001,0.367
82,392.977,0.046,0.049,0.004,0.483
82,394.649,0.035,0.047,0.003,0.442
82,396.321,0.031,0.048,0.007,0.441
82,397.993,0.017,0.031,0.018,0.605
82,399.666,0.037,0.043,0.010,0.464
82,401.338,0.024,0.023,0.012,0.593
82,403.010,0.069,0.031,0.014,0.514
82,404.682,0.023,0.021,0.019,0.644
82,406.355,0.055,0.029,0.095,0.293
82,408.027,0.247,0.024,0.245,0.715
82,409.699,0.337,0.082,0.316,0.366
82,411.371,0.522,0.181,0.399,0.594
82,413.043,0.565,0.256,0.461,0.690
82,414.716,0.502,0.357,0.473,0.596
82,416.388,0.483,0.421,0.512,0.431
82,418.060,0.542,0.458,0.562,0.345
82,419.732,0.583,0.474,0.584,0.376
82,421.405,0.615,0.531,0.658,0.543
82,423.077,0.612,0.542,0.648,0.512
82,424.749,0.742,0.588,0.666,0.455
82,426.421,0.740,0.665,0.664,0.314
83,0.000,0.699,0.627,0.729,0.755
83,1.672,0.655,0.611,0.722,0.424
83,3.344,0.714,0.625,0.697,0.466
83,5.017,0.642,0.643,0.644,0.566
83,6.689,0.654,0.652,0.547,0.671
83,8.361,0.632,0.744,0.475,0.528
83,10.033,0.627,0.803,0.502,0.459
83,11.706,0.597,0.813,0.543,0.333
83,13.378,0.600,0.843,0.590,0.465
83,15.050,0.611,0.804,0.645,0.492
83,16.722,0.553,0.746,0.641,0.431
83,18.395,0.711,0.750,0.550,0.432
83,20.067,0.693,0.772,0.471,0.711
83,21.739,0.703,0.819,0.502,0.485
83,23.411,0.652,0.817,0.505,0.567
83,25.084,0.772,0.816,0.573,0.347
83,26.756,0.658,0.806,0.612,0.280
83,28.428,0.698,0.839,0.715,0.261
83,30.100,0.747,0.815,0.700,0.386
83,31.773,0.727,0.813,0.648,0.409
83,33.445,0.715,0.772,0.559,0.471
83,35.117,0.743,0.760,0.455,0.593
83,36.789,0.657,0.750,0.433,0.483
83,38.462,0.647,0.770,0.365,0.680
83,40.134,0.644,0.743,0.288,0.416
83,41.806,0.644,0.760,0.225,0.372
83,43.478,0.574,0.791,0.186,0.489
83,45.151,0.607,0.788,0.156,0.355
83,46.823,0.590,0.798,0.152,0.433
83,48.495,0.635,0.791,0.114,0.566
83,50.167,0.466,0.814,0.104,0.388
83,51.839,0.341,0.781,0.091,0.331
83,53.512,0.252,0.724,0.059,0.633
83,55.184,0.239,0.671,0.091,0.491
83,56.856,0.192,0.604,0.040,0.530
83,58.528,0.165,0.529,0.052,0.394
83,60.201,0.144,0.488,0.054,0.317
83,61.873,0.132,0.420,0.026,0.354
83,63.545,0.093,0.386,0.033,0.581
83,65.217,0.081,0.332,0.051,0.498
83,66.890,0.096,0.292,0.176,0.469
83,68.562,0.262,0.275,0.292,0.496
83,70.234,0.294,0.264,0.370,0.498
83,71.906,0.424,0.328,0.440,0.393
83,73.579,0.515,0.381,0.512,0.613
83,75.251,0.510,0.459,0.418,0.391
83,76.923,0.534,0.533,0.342,0.228
83,78.595,0.589,0.575,0.298,0.377
83,80.268,0.677,0.612,0.260,0.629
83,81.940,0.666,0.621,0.224,0.539
83,83.612,0.751,0.651,0.178,0.213
83,85.284,0.697,0.641,0.182,0.115
83,86.957,0.618,0.662,0.145,0.064
83,88.629,0.631,0.622,0.255,0.104
83,90.301,0.715,0.691,0.350,0.056
83,91.973,0.780,0.715,0.462,0.066
83,93.645,0.724,0.789,0.556,0.020
83,95.318,0.788,0.836,0.628,0.055
83,96.990,0.717,0.863,0.691,0.049
83,98.662,0.787,0.845,0.744,0.076
83,100.334,0.767,0.832,0.723,0.068
83,102.007,0.736,0.857,0.734,0.056
83,103.679,0.707,0.865,0.772,0.105
83,105.351,0.626,0.842,0.665,0.106
83,107.023,0.725,0.814,0.574,0.026
83,108.696,0.697,0.845,0.484,0.090
83,110.368,0.764,0.860,0.435,0.111
83,112.040,0.778,0.850,0.370,0.439
83,113.712,0.726,0.840,0.318,0.484
83,115.385,0.700,0.832,0.258,0.521
83,117.057,0.725,0.812,0.223,0.576
83,118.729,0.672,0.854,0.223,0.396
83,120.401,0.672,0.880,0.181,0.519
83,122.074,0.643,0.887,0.150,0.473
83,123.746,0.608,0.843,0.134,0.573
83,125.418,0.502,0.909,0.140,0.483
83,127.090,0.419,0.821,0.112,0.460
83,128.763,0.393,0.809,0.093,0.229
83,130.435,0.364,0.757,0.084,0.432
83,132.107,0.300,0.683,0.079,0.364
83,133.779,0.229,0.618,0.098,0.597
83,135.452,0.178,0.572,0.066,0.670
83,137.124,0.176,0.514,0.050,0.420
83,138.796,0.156,0.461,0.047,0.592
83,140.468,0.141,0.398,0.035,0.535
83,142.140,0.104,0.336,0.035,0.410
83,143.813,0.116,0.297,0.025,0.520
83,145.485,0.100,0.222,0.040,0.727
83,147.157,0.116,0.176,0.028,0.530
83,148.829,0.122,0.161,0.020,0.416
83,150.502,0.072,0.139,0.102,0.391
83,152.174,0.118,0.125,0.150,0.519
83,153.846,0.265,0.164,0.228,0.455
83,155.518,0.360,0.238,0.274,0.561
83,157.191,0.494,0.282,0.367,0.428
